         216826 function calls (215513 primitive calls) in 714.843 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1148(needs_i8_conversion)
        4    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\nanops.py:257(_get_values)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        2    0.000    0.000    0.000    0.000 {method 'get_indexer' of 'pandas._libs.index.IndexEngine' objects}
      101    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2670(_amax_dispatcher)
       18    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1483(is_ea_or_datetimelike_dtype)
       88    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1740(<genexpr>)
      100    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2965(_prod_dispatcher)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:4973(__contains__)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\stride_tricks.py:339(_broadcast_to)
       45    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1429(is_extension_array_dtype)
        7    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:1859(isscalar)
       11    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:743(__len__)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\linalg\blas.py:259(find_best_blas_type)
        1    0.000    0.000    0.044    0.044 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:4286(_drop_axis)
        1    0.000    0.000    0.369    0.369 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\model_selection\_split.py:2334(train_test_split)
       41    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:379(extract_array)
        5    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:554(_dtype_to_subclass)
       39    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:1853(<genexpr>)
       24    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:227(<listcomp>)
        7    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_ufunc_config.py:425(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:5654(_consolidate_inplace)
      100    0.000    0.000    0.000    0.000 {built-in method _operator.le}
       31    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\base.py:465(find)
        2    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:3706(get_indexer)
        5    0.000    0.000    0.259    0.052 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\array_algos\take.py:57(take_nd)
       26    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:441(_validate_dtype)
        5    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.006    0.006 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:102(arrays_to_mgr)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:898(_values)
      124    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        4    0.000    0.000    0.057    0.014 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\algorithms.py:1352(take)
       10    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:581(is_dtype_equal)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\multiprocessing\context.py:233(get_context)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:518(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:5640(_protect_consolidate)
       51    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\typing.py:1340(cast)
       33    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:4958(delete)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\base.py:53(shape)
      104    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\preprocessing\_data.py:88(_handle_zeros_in_scale)
       36    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:391(_average_dispatcher)
       10    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFF8025BC60}
        4    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\linalg\blas.py:383(getter)
       33    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\common.py:552(require_length_match)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:20(upcast)
        1    0.000    0.000    0.013    0.013 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\nanfunctions.py:237(nanmin)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:267(make_block_same_class)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_dia.py:89(__init__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
       37    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:664(_sanitize_str_dtypes)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:277(check_shape)
       40    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:582(dtypes)
        2    0.000    0.000    0.004    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:2603(_is_all_dates)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numerictypes.py:573(_can_coerce_all)
        4    0.000    0.000    0.317    0.079 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\__init__.py:290(_safe_indexing)
        3    0.000    0.000    0.075    0.025 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:949(check_X_y)
        2    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_1d_int64_int64}
        1    0.000    0.000    0.002    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5265(identical)
       39    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:764(<genexpr>)
        3    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:5757(astype)
        1    0.000    0.000    0.006    0.006 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_coo.py:265(_check)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:253(apply)
        1    0.000    0.000    0.013    0.013 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\nanfunctions.py:370(nanmax)
       28    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:156(blknos)
        1    0.000    0.000    0.003    0.003 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_dia.py:262(_mul_vector)
       32    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.113    0.057 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:507(_mul_dispatch)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_compressed.py:26(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:83(_csr_container)
       38    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1416(is_1d_only_ea_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\threading.py:82(RLock)
        1    0.000    0.000    0.006    0.006 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_coo.py:126(__init__)
        1    0.000    0.000    0.063    0.063 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\linear_model\_ridge.py:547(_ridge_regression)
       37    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:684(_maybe_repeat)
       13    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\base.py:286(is_dtype)
       12    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_methods.py:54(_any)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:389(configure)
        4    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:115(maybe_convert_platform)
       39    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\arraysetops.py:133(_unique_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:803(is_)
        7    0.000    0.000    0.001    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:2388(array_equal)
        9    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1665(is_consolidated)
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\shape_base.py:1171(tile)
       32    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:622(_translate_key)
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:1348(check_non_negative)
        4    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        5    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\nanops.py:191(_get_fill_value)
       29    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1792(_block)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:560(astype)
        4    0.000    0.000    0.002    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\nanops.py:488(nanany)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:3786(_get_indexer)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:468(maybe_promote)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:973(from_blocks)
        2    0.000    0.000    0.051    0.025 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\model_selection\_split.py:1719(_iter_indices)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1246(astype_array_safe)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:3463(__getitem__)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\enum.py:792(value)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2305(any)
       20    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:821(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1016(iget)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:105(__init__)
       11    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\base.py:45(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\linear_model\_base.py:54(_deprecate_normalize)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_dia.py:446(isspmatrix_dia)
        2    0.000    0.000    0.217    0.108 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:692(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
       24    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\arrays\sparse\accessor.py:227(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:73(_coo_container)
        1    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:497(is_categorical_dtype)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
        9    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:290(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\model_selection\_split.py:2039(_validate_shuffle_split)
        3    0.000    0.000    0.317    0.106 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\model_selection\_split.py:2457(<genexpr>)
        4    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\linalg\lapack.py:896(get_lapack_funcs)
       10    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:546(_get_axis_number)
       10    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:834(_reset_identity)
        2    0.000    0.000    0.002    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:4960(<genexpr>)
        4    0.000    0.000    0.029    0.007 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\linear_model\_base.py:372(predict)
       31    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:4820(_values)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:2071(__array__)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\array_algos\take.py:554(_take_preprocess_indexer_and_fill_value)
        4    0.000    0.000    0.004    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:10883(any)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:54(upcast_char)
       39    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:767(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\apply.py:1049(__init__)
        5    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:786(is_unsigned_integer_dtype)
        3    0.000    0.000    0.005    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:1097(_check_y)
        1    0.000    0.000    0.008    0.008 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:822(create_series_with_explicit_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:220(isshape)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:6521(delete)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\linear_model\_ridge.py:1076(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_dtype.py:328(_name_get)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\array_algos\take.py:326(_get_take_nd_function)
        3    0.000    0.000    0.002    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:4323(apply)
        6    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\getlimits.py:658(min)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_compressed.py:1168(prune)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1199(astype_array)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numerictypes.py:597(find_common_type)
        3    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\apply.py:1068(apply)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_coo.py:239(getnnz)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\missing.py:571(na_value_for_dtype)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1711(sanitize_to_nanoseconds)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:238(fill_value)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.004    0.004 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:7234(isna)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\util\_validators.py:218(validate_bool_kwarg)
        1    0.000    0.000    0.045    0.045 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\util\_decorators.py:302(wrapper)
        3    0.000    0.000    0.004    0.001 {method 'min' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(may_share_memory)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\dtypes.py:1206(is_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\linear_model\_base.py:637(__init__)
       14    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numerictypes.py:582(<listcomp>)
        1    0.000    0.000    0.114    0.114 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\base.py:839(fit_transform)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_asarray.py:111(<setcomp>)
        1    0.000    0.000    0.045    0.045 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:4800(drop)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:6004(_should_compare)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:291(nnz)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:418(astype)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:198(isintlike)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:3823(_check_indexing_method)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\linalg\_basic.py:23(_solve_check)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\ensemble\_forest.py:1709(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1673(_consolidate_check)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\inference.py:184(is_array_like)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:354(dtype)
       12    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\base.py:55(<genexpr>)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:732(is_signed_integer_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\ensemble\_forest.py:204(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1992(_grouping_func)
        2    0.000    0.000    0.113    0.057 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:616(__matmul__)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:91(to_native)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\linalg\lapack.py:1029(_check_work_float)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\apply.py:108(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5023(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_sputils.py:193(isscalarlike)
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\compat\numpy\function.py:49(__call__)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:393(_make_indexable)
        3    0.000    0.000    0.003    0.001 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:3923(_get_item_cache)
        4    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\common.py:254(index_labels_to_array)
       13    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\inference.py:288(<genexpr>)
       13    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:328(attrs)
