         210351 function calls (209058 primitive calls) in 557.812 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.001    0.000    0.007    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:395(average)
       31    0.001    0.000    0.003    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:802(is_empty_data)
       33    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:695(_try_cast)
        1    0.001    0.001    0.001    0.001 {built-in method pandas._libs.missing.isnaobj}
      606    0.001    0.000    0.001    0.000 {built-in method time.time}
      300    0.001    0.000    0.006    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\fixes.py:100(delayed_function)
       28    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1837(dtype)
        1    0.001    0.001    0.010    0.010 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:463(_init_dict)
      525    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\scipy\sparse\_base.py:1291(isspmatrix)
      100    0.001    0.000    0.006    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2970(prod)
      300    0.001    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\parallel.py:219(__exit__)
      500    0.001    0.000    0.066    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:3128(signature)
       41    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:239(__init__)
        1    0.001    0.001    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:2232(is_unique)
        2    0.001    0.000    0.119    0.059 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\ensemble\_forest.py:601(_validate_X_predict)
     1103    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\base.py:405(_check_feature_names)
      828    0.001    0.000    0.001    0.000 {built-in method numpy.geterrobj}
      100    0.001    0.000    0.005    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\tree\_classes.py:585(_prune_tree)
      309    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:73(isclass)
        8    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
      101    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\shape_base.py:23(atleast_1d)
      200    0.001    0.000    0.006    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\tree\_classes.py:468(_validate_X_predict)
      600    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\threading.py:271(_is_owned)
        4    0.001    0.000    0.005    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:3786(_get_indexer)
        4    0.001    0.000    0.089    0.022 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\metrics\_regression.py:66(_check_reg_targets)
        4    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\__init__.py:220(_determine_key_type)
       14    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:654(_simple_new)
      500    0.001    0.000    0.066    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:2876(from_callable)
        3    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\queue.py:34(__init__)
      603    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\queue.py:209(_qsize)
      207    0.001    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_ufunc_config.py:434(__exit__)
      100    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:147(<lambda>)
      306    0.001    0.000    0.001    0.000 {built-in method builtins.vars}
     1000    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:159(isfunction)
      303    0.001    0.000    0.003    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\contextlib.py:112(__enter__)
      715    0.001    0.000    0.001    0.000 {method 'copy' of 'dict' objects}
        2    0.001    0.000    0.084    0.042 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:895(take)
      134    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:884(__len__)
        3    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:609(__init__)
      122    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\warnings.py:477(__exit__)
      122    0.001    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\warnings.py:437(__init__)
     1203    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.001    0.000    0.001    0.000 {pandas._libs.internals.get_blkno_placements}
        3    0.000    0.000    0.003    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:51(_wrapfunc)
     1235    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       11    0.000    0.000    0.011    0.001 <__array_function__ internals>:177(unique)
      230    0.000    0.000    0.006    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numerictypes.py:282(issubclass_)
      903    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:432(<listcomp>)
      100    0.000    0.000    0.003    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2675(amax)
        3    0.000    0.000    0.002    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\uuid.py:138(__init__)
      115    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\inference.py:321(is_hashable)
       15    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        3    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1246(astype_array_safe)
        4    0.000    0.000    0.008    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:3706(get_indexer)
      300    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\queue.py:213(_put)
        4    0.000    0.000    0.003    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:10403(_logical_func)
        5    0.000    0.000    0.001    0.000 {pandas._libs.lib.infer_dtype}
      101    0.000    0.000    0.006    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\tree\_classes.py:1284(__init__)
      100    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:145(classes)
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:115(maybe_convert_platform)
      100    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\ensemble\_base.py:164(<dictcomp>)
       32    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:634(_warn_if_deprecated)
       41    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:7082(maybe_extract_name)
        3    0.000    0.000    0.001    0.000 {pandas._libs.lib.map_infer}
        2    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:185(in_main_thread)
      115    0.000    0.000    0.004    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\warnings.py:165(simplefilter)
      600    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      300    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\parallel.py:877(print_progress)
     1600    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        8    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:4973(__contains__)
      300    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\queue.py:217(_get)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\multiprocessing\process.py:198(daemon)
      601    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       17    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1274(is_bool_dtype)
       32    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:563(_select_options)
        2    0.000    0.000    0.242    0.121 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\frame.py:3463(__getitem__)
      500    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:2060(_stack_arrays)
       12    0.000    0.000    0.011    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5078(_can_hold_identifiers_and_holds_name)
        1    0.000    0.000    0.002    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:4727(reindex)
      100    0.000    0.000    0.006    0.000 <__array_function__ internals>:177(prod)
      200    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\getlimits.py:671(max)
     1100    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.002    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1937(create_block_manager_from_column_arrays)
        7    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\missing.py:390(array_equivalent)
      101    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(atleast_1d)
       31    0.000    0.000    0.003    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1731(from_array)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1016(iget)
       32    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:581(_get_root)
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_asarray.py:22(require)
      100    0.000    0.000    0.004    0.000 <__array_function__ internals>:177(amax)
       41    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\flags.py:47(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\types.py:171(__get__)
      500    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:514(_is_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:845(_engine)
        4    0.000    0.000    0.003    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:10461(any)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\missing.py:911(clean_reindex_fill_method)
       64    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:595(_get_deprecated_option)
        8    0.000    0.000    0.008    0.001 <__array_function__ internals>:177(average)
      300    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\parallel.py:345(__init__)
        3    0.000    0.000    0.417    0.139 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:875(take)
        3    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\logger.py:23(_squeeze_time)
       10    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\arrays\sparse\accessor.py:36(_validate)
       13    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\common.py:229(asarray_tuplesafe)
        7    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:5178(equals)
       29    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1792(_block)
      900    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\parallel.py:275(__len__)
       47    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:5585(__setattr__)
      115    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:571(_check_estimator_name)
       32    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:109(_get_single_key)
      115    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:561(_ensure_no_complex_data)
       18    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:155(<lambda>)
        2    0.000    0.000    0.003    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2495(cumsum)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
       10    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\disk.py:42(memstr_to_bytes)
       32    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:127(_get_option)
       12    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:1853(<genexpr>)
     1100    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.117    0.117 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\ensemble\_forest.py:465(<listcomp>)
       35    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:1973(get_block_type)
       37    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1747(pandas_dtype)
       11    0.000    0.000    0.032    0.003 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:384(<listcomp>)
        1    0.000    0.000    0.004    0.004 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\nanfunctions.py:237(nanmin)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        7    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\re.py:250(compile)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:560(_get_axis)
       32    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\_config\config.py:255(__call__)
      500    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       44    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:640(name)
        9    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\threading.py:228(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\missing.py:267(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:618(consolidate)
       22    0.000    0.000    0.002    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\arrays\sparse\accessor.py:20(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\validation.py:1824(_get_feature_names)
       72    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\construction.py:438(ensure_wrapped_if_datetimelike)
        1    0.000    0.000    0.002    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\missing.py:149(_isna)
        4    0.000    0.000    0.301    0.075 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:1098(take_nd)
       37    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1240(is_float_dtype)
      500    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       35    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:1700(__init__)
      505    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.019    0.019 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\preprocessing\_data.py:422(partial_fit)
        3    0.000    0.000    0.002    0.001 {method 'sum' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:1944(maybe_coerce_values)
        1    0.000    0.000    0.002    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:4655(reindex)
       16    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\base.py:744(__iter__)
      300    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:93(batch_completed)
      303    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:89(compute_batch_size)
      300    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       24    0.000    0.000    0.003    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:5726(dtypes)
        3    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\multiprocessing\context.py:233(get_context)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1960(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.003    0.003 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\construction.py:102(arrays_to_mgr)
      500    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\inspect.py:2882(parameters)
        4    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\nanops.py:257(_get_values)
       47    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1552(get_dtype)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\_dtype.py:328(_name_get)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\function_base.py:4958(delete)
        1    0.000    0.000    0.015    0.015 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\util\_decorators.py:302(wrapper)
      300    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\parallel.py:216(__enter__)
        4    0.000    0.000    0.309    0.077 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:634(reindex_indexer)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
      300    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\joblib\_parallel_backends.py:574(get)
        8    0.000    0.000    0.304    0.038 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\array_algos\take.py:57(take_nd)
        8    0.000    0.000    0.007    0.001 {method 'mean' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:6615(drop)
      215    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:2155(_sum_dispatcher)
       45    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:590(name)
        4    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\cast.py:1711(sanitize_to_nanoseconds)
        2    0.000    0.000    0.003    0.002 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:2603(_is_all_dates)
        2    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\multiprocessing\process.py:37(current_process)
      200    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
       44    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1721(validate_all_hashable)
       14    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.004    0.004 <__array_function__ internals>:177(nanmin)
        2    0.000    0.000    0.072    0.036 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\model_selection\_split.py:1719(_iter_indices)
        5    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\numeric.py:1859(isscalar)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\missing.py:494(_array_equivalent_object)
        1    0.000    0.000    0.003    0.003 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:5276(isna)
       28    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:575(dtype)
       22    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1483(is_ea_or_datetimelike_dtype)
       13    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       36    0.000    0.000    0.004    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\generic.py:636(_info_axis)
       24    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\managers.py:226(get_dtypes)
       32    0.000    0.000    0.004    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:542(_set_axis)
    67/66    0.000    0.000    0.001    0.000 {built-in method builtins.all}
       34    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:2039(check_ndim)
      100    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\multiarray.py:883(bincount)
        4    0.000    0.000    0.277    0.069 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\utils\__init__.py:290(_safe_indexing)
        1    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\common.py:287(maybe_iterable_to_list)
        7    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\indexes\base.py:554(_dtype_to_subclass)
        3    0.000    0.000    0.003    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\apply.py:1118(apply_standard)
        8    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\array_algos\take.py:554(_take_preprocess_indexer_and_fill_value)
        3    0.000    0.000    0.001    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\internals\blocks.py:560(astype)
        3    0.000    0.000    0.003    0.001 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\series.py:4323(apply)
       27    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:191(is_sparse)
       88    0.000    0.000    0.000    0.000 C:\Users\aggel\AppData\Local\Programs\Python\Python39\lib\site-packages\pandas\core\dtypes\common.py:1740(<genexpr>)
